PitchNo,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,Batter,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,ContactQuality,PlayResult,OutsonPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Direction,Angle,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,ContactPositionX,ContactPositionY,ContactPositionZ,EffectiveVelo,MaxHeight,MeasuredDuration,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ
110,1,2,Pitcher 1,Left,Team 2,Batter 6,Right,Team 1,Undefined,4,Bottom,0,0,1,Fastball,Fastball,InPlay,Undefined,FlyBall,NULL,Single,NULL,0,NULL,96.6185819,-3.653261041,3.161471537,2509.593652,160.1041197,11:15,6.692656602,-1.592337865,6.97951165,-10.20607943,18.46371277,-6.690922708,2.510355166,0.727995958,88.56220252,-5.600260432,1.880774706,0.385375225,61.37211693,18.5796422,36.78363447,3970.004665,100.9401026,45.98267902,43.71551327,187.890525,187.2193554,27.49961001,3.537905884,4.611802847,11.34939383,1.40023314,50,6.463958226,-7.568554059,-140.4254165,-9.265894425,9.229000847,31.14483934,-9.461983725,1.200779083,2.446967184,-0.832954649,97.80695309,46.38848412,3.522421256,1.698691944,2.537994381,-0.718715411
111,2,1,Pitcher 1,Left,Team 2,Batter 7,Right,Team 1,Undefined,4,Bottom,0,0,0,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,79.84033881,-1.503136164,1.831000957,2617.329982,334.8828524,5:15,6.679633096,-1.823462652,6.226846795,-57.47381797,-14.17287038,6.627301173,0.502448677,0.418522282,74.19795246,-12.20900958,3.08677893,0.473609296,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.086314414,-7.306015791,1.683551004,50,6.538758133,-3.894009696,-116.1639539,-4.615079454,-4.195926693,22.78472012,-42.10677172,NULL,NULL,NULL,79.58538146,NULL,NULL,2.633796784,0.763102982,-0.353241877
112,2,2,Pitcher 1,Left,Team 2,Batter 7,Right,Team 1,Undefined,4,Bottom,1,0,1,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,81.89708991,-1.696605647,1.861476295,2582.451474,321.1082936,4:45,6.65700411,-1.766252658,6.295124057,-48.35416501,-7.348347491,5.900026308,1.063077283,0.441050319,75.79640653,-10.74099763,2.98020766,0.460886785,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-2.693690815,-3.534383245,1.626730825,50,6.508934903,-4.035714476,-119.1660461,-4.865633458,-3.858744416,23.70879094,-37.23709497,NULL,NULL,NULL,81.78228961,NULL,NULL,1.528303164,1.084260783,-0.435241034
113,2,3,Pitcher 1,Left,Team 2,Batter 7,Right,Team 1,Undefined,4,Bottom,1,0,2,Curveball,Curveball,InPlay,Undefined,LineDrive,NULL,Single,NULL,0,NULL,81.21690257,1.094962728,1.116453948,2463.584037,321.9456337,4:45,6.689084864,-1.576363562,5.374063627,-52.7654184,-9.620383966,7.502811445,3.318708615,0.09557121,74.66178497,-8.684680035,2.516356178,0.472755868,95.49689745,9.606706611,13.68939105,2351.958095,107.3250672,21.19997483,24.11035559,253.6178211,253.6178211,18.03751591,2.42866333,-3.655166708,-5.411280854,1.471239887,50,6.75030839,-2.54293401,-118.0743236,0.556171859,-5.14443217,23.11918672,-39.79010811,1.71648449,3.307040168,-0.14261847,79.72905057,22.15642346,2.436060076,1.828237674,3.381322387,-0.077528493
114,3,1,Pitcher 1,Left,Team 2,Batter 8,Right,Team 1,Undefined,4,Bottom,1,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,95.57488581,-4.792726428,1.67796348,2421.948631,161.2526723,11:30,6.655286401,-1.916386418,6.32510859,-11.68623726,18.22375118,-6.193648382,1.256048194,-0.88700511,88.22894557,-6.978353909,0.508548043,0.393622251,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.808962421,11.17380882,1.797082061,50,6.299440411,-3.865475533,-138.7740271,-12.0174556,7.495096073,28.42234885,-10.18675613,NULL,NULL,NULL,95.75773828,NULL,NULL,-0.794155235,0.983398267,0.868458788
115,3,2,Pitcher 1,Left,Team 2,Batter 8,Right,Team 1,Undefined,4,Bottom,1,1,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,78.89485512,-0.401145322,1.309814713,2478.533496,318.2248427,4:30,6.70588642,-1.68162963,6.136814536,-51.25813995,-7.075124508,6.287455982,2.063576978,0.052924097,73.21894297,-9.972622635,2.496189223,0.478408839,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.062144713,-3.738525182,1.578588009,50,6.648596236,-2.800129632,-114.8871223,-2.217286664,-4.099898731,20.93297872,-37.17955159,NULL,NULL,NULL,78.78695684,NULL,NULL,-0.759804916,1.671810808,-0.148873549
116,3,3,Pitcher 1,Left,Team 2,Batter 8,Right,Team 1,Undefined,4,Bottom,1,1,1,ChangeUp,ChangeUp,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,87.66855096,-3.442488916,3.541969984,1625.218568,119.1599506,10:00,6.528554577,-2.06035829,6.797948467,-28.08031837,6.852944259,-12.33426638,1.037272204,0.148142308,81.22222118,-8.737709832,1.194238989,0.425393738,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.776161278,4.702170629,1.835978829,50,6.294571263,-7.556334943,-127.3958639,-8.427652326,12.8712172,24.4140157,-24.39094616,NULL,NULL,NULL,88.60585649,NULL,NULL,2.20921979,1.158473257,-0.131340619
117,3,4,Pitcher 1,Left,Team 2,Batter 8,Right,Team 1,Undefined,4,Bottom,1,1,2,Fastball,Fastball,InPlay,Undefined,FlyBall,NULL,Out,NULL,0,NULL,96.14079669,-3.135538115,2.961643138,2472.15998,161.1008987,11:15,6.614726673,-1.715264174,6.930129711,-10.9650045,17.84442767,-6.117426278,2.840194201,0.473175231,88.63680006,-5.220468325,1.795073837,0.386312595,87.72142602,11.24533202,46.46950526,4453.323359,104.8171305,101.7505285,33.36685204,277.8672871,94.20468688,24.70119026,5.466818237,4.170813577,10.77107928,1.532784902,50,6.41493932,-7.062408095,-139.86871,-7.983999572,8.333092354,29.01664115,-10.65393102,0.972605349,2.80592207,-0.51671359,97.5696289,114.5968205,1.357851421,1.001166287,2.802143749,-0.486158798
118,4,1,Pitcher 1,Left,Team 2,Batter 9,Right,Team 1,Undefined,4,Bottom,2,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,95.47827235,-5.720450411,2.174548846,2408.239124,159.8144982,11:15,6.643619999,-1.623386595,6.714508909,-11.11856949,18.56862906,-6.835693464,0.467309648,-0.204516896,87.99457175,-7.811748541,0.873528628,0.392153528,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.357269892,11.79305957,1.482400247,50,6.25966095,-5.054950441,-138.4451272,-14.20710509,8.511262608,29.04706164,-9.13810415,NULL,NULL,NULL,96.11637738,NULL,NULL,1.694941484,0.505460054,0.208778893
119,4,2,Pitcher 1,Left,Team 2,Batter 9,Right,Team 1,Undefined,4,Bottom,2,1,0,Fastball,Fastball,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,94.52358521,-3.61033872,1.889271693,2400.123483,152.7965836,11:00,6.614144994,-2.01178093,6.509550235,-12.00952336,18.38664108,-9.463866087,2.294360775,-1.066239322,86.84226932,-5.877474377,0.092385582,0.396808449,73.60299943,39.90733349,9.660545052,3098.75816,78.08307075,3.684838352,77.47898648,128.0854522,127.1022391,45.53547661,1.362120972,5.715298216,11.08930217,1.884348517,50,6.356902045,-4.243606199,-137.4391503,-9.044505386,10.98047656,29.19620497,-10.86880464,0.432377238,2.11952571,1.011888675,94.98884561,7.546075508,1.350459576,0.745603384,2.225084826,1.065310823
120,4,3,Pitcher 1,Left,Team 2,Batter 9,Right,Team 1,Undefined,4,Bottom,2,1,1,Curveball,Curveball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,82.70285674,-2.689132511,2.329246026,2743.398687,330.3012435,5:00,6.744454976,-1.775300635,5.990467436,-49.93392166,-9.391380368,5.337193472,0.087529377,0.829040255,77.22669614,-11.90271115,3.331923304,0.458275882,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-2.25650806,-4.351307071,1.588914324,50,6.504787582,-5.048075165,-120.2138523,-7.132230451,-3.31061614,22.73887069,-38.55803081,NULL,NULL,NULL,82.24822204,NULL,NULL,3.703530603,0.561154047,-0.696887803
121,4,4,Pitcher 1,Left,Team 2,Batter 9,Right,Team 1,Undefined,4,Bottom,2,2,1,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,81.37254122,-1.070765537,0.778477796,2462.094341,325.323754,4:45,6.741448971,-1.722443705,4.924037836,-53.37234944,-9.544693639,6.577919122,1.281392163,-0.438376101,75.02976365,-10.8359761,1.998185054,0.476481057,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.203467873,-4.665556006,1.641355745,50,6.594033905,-1.832825248,-118.2011615,-4.049083413,-4.506668139,23.71291854,-38.73759576,NULL,NULL,NULL,79.10571882,NULL,NULL,0.195157457,1.044665294,0.395416882
122,4,5,Pitcher 1,Left,Team 2,Batter 9,Right,Team 1,Undefined,4,Bottom,2,2,2,ChangeUp,ChangeUp,InPlay,Undefined,GroundBall,NULL,FieldersChoice,NULL,0,NULL,86.61437016,-2.950382661,3.27929032,1645.905129,127.2082032,10:15,6.35210698,-2.134250188,6.953348438,-26.15762371,9.523109569,-12.58169672,1.481147401,-0.195833611,79.75976981,-7.921163069,0.870567799,0.429920747,92.3155765,-29.23531421,-20.71525311,NULL,NULL,NULL,NULL,5.759320022,5.759320022,-18.31339912,0.032099609,7.944316685,6.142014463,1.935510446,50,6.159715716,-6.898123958,-125.9524468,-7.164485963,12.78543654,25.13679503,-22.28920392,1.930866313,1.531591357,0.164970657,87.67284847,1.531591357,0.032990146,2.180843807,1.586925535,0.207715071
123,1,1,Pitcher 1,Right,Team 1,Batter 5,Left,Team 2,Undefined,5,Top,0,0,0,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,78.62450525,1.849684324,0.406931276,2285.175115,33.86634741,7:15,5.801328882,1.03141733,6.217122371,-58.46776422,-13.68515578,-9.159314903,2.636335794,0.643618635,72.03681689,-9.184880778,-1.334404412,0.481644063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.131677299,-8.043649074,-1.057258836,50,5.910426341,-0.567091621,-114.4025147,2.127883168,6.742447381,22.80084618,-42.74249966,NULL,NULL,NULL,78.25774136,NULL,NULL,-1.303151653,2.18055268,-0.577774675
124,1,2,Pitcher 1,Right,Team 1,Batter 5,Left,Team 2,Undefined,5,Top,0,0,1,Slider,Slider,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,84.74427263,-1.266332886,-1.594784731,NULL,146.9364999,11:00,5.771544576,1.011348331,6.195681533,-35.2285277,2.453277559,-1.617503552,1.666284551,-0.595911902,79.32654601,-7.823366987,-1.897981271,0.441811859,76.10962981,164.9961568,-12.75402814,NULL,NULL,NULL,NULL,5.044786975,1.305051173,151.1485814,0.070003052,0.517005451,1.618820408,-0.890675804,50,5.65819607,3.486527087,-123.5041186,-3.776465954,0.813072877,20.40155112,-29.62819732,2.888886486,1.827524229,0.473584782,85.31318426,1.827524229,0.019981203,3.112739792,1.895944304,0.539868163
125,1,3,Pitcher 1,Right,Team 1,Batter 5,Left,Team 2,Undefined,5,Top,0,0,2,Curveball,Curveball,StrikeSwinging,Strikeout,Undefined,NULL,Undefined,NULL,0,NULL,80.43763556,-0.219038649,0.152542571,2169.586033,8.470836188,6:15,5.766990656,0.972287887,6.231945397,-58.69307867,-16.15245868,-2.400312595,0.673851062,0.912972141,74.51208643,-11.21139788,-0.302947162,0.469432794,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.355945743,-8.763976469,-0.982454598,50,5.721417511,-0.245962014,-117.1404531,-2.05947324,1.876507933,22.9565301,-44.30261008,NULL,NULL,NULL,80.29344557,NULL,NULL,2.426167272,0.871787186,-0.918221438
126,2,1,Pitcher 1,Right,Team 1,Batter 6,Right,Team 2,Undefined,5,Top,1,0,0,Fastball,Fastball,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,93.16149131,-1.501969231,-1.795837341,2191.085843,224.9492245,1:30,5.778860957,0.872563856,6.701904775,-17.40347415,13.67093096,13.67259205,2.95443883,0.369603006,85.25988334,-4.815780195,0.815398057,0.401211091,72.69644824,-77.44580512,-48.31358527,NULL,NULL,NULL,NULL,3.634190286,3.186457457,-55.87883825,0.037432251,-8.093942441,8.011353723,-0.758991686,50,5.672208855,3.859424311,-135.6931306,-4.062495649,-15.08865325,29.73262954,-17.23935644,1.461018106,2.985856912,-0.427457795,93.94649693,2.985856912,0.030474526,1.412337216,2.954074026,-0.369664634
127,2,2,Pitcher 1,Right,Team 1,Batter 6,Right,Team 2,Undefined,5,Top,1,0,1,Curveball,Curveball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,79.85041734,-0.042118125,-1.473517998,2193.407727,29.92107828,7:00,5.7812329,0.933902464,6.021863442,-59.42398813,-15.63994241,-8.980008273,0.790215491,-1.179353764,73.60746115,-11.1484731,-3.173166602,0.47624394,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.425685849,-8.481950869,-0.813844235,50,5.745745604,3.241493823,-116.1626752,-1.762216328,5.987547551,23.7634373,-43.64935112,NULL,NULL,NULL,79.14510473,NULL,NULL,-0.127436159,0.480281201,1.265738286
128,2,3,Pitcher 1,Right,Team 1,Batter 6,Right,Team 2,Undefined,5,Top,1,1,1,Slider,Slider,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,84.19554038,-0.070002772,-0.340007537,2218.932053,115.7708134,9:45,5.74966384,1.009619078,5.686087121,-38.02029039,1.214643435,-2.583656671,2.516065494,0.47743794,77.9309952,-7.133783765,-0.822542787,0.450824989,70.26131309,-165.179713,-20.38622425,NULL,NULL,NULL,NULL,5.062696134,4.734500484,-153.4768396,0.069465942,1.29391849,0.666757389,-0.979430332,50,5.719922036,0.810493289,-122.6095914,-1.36956829,1.985976112,22.36393061,-31.15067324,1.905773318,2.515423592,-0.552792653,83.60755827,2.515423592,0.066040297,2.23701913,2.617860579,-0.489155515
129,2,4,Pitcher 1,Right,Team 1,Batter 6,Right,Team 2,Undefined,5,Top,1,1,2,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,94.29324098,-1.665567795,-3.3775551,2303.413548,210.1022465,1:00,5.82033978,0.828076743,6.560464664,-14.78439477,15.74992193,9.145498605,3.05839803,-1.509584769,86.29494765,-4.472452457,-1.640024911,0.397709185,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.974414593,9.154553303,-0.599524788,50,5.699199657,7.817957867,-137.1435663,-4.44088488,-11.39797165,29.84433509,-14.70901706,NULL,NULL,NULL,94.77371388,NULL,NULL,-2.400892678,2.751810414,1.614023469
130,2,5,Pitcher 1,Right,Team 1,Batter 6,Right,Team 2,Undefined,5,Top,1,2,2,Fastball,Fastball,StrikeCalled,Strikeout,Undefined,NULL,Undefined,NULL,0,NULL,93.12120573,-2.536734622,-1.274366431,2217.802441,215.5073804,1:15,5.682302244,1.018700612,6.833772288,-17.71354182,13.23319543,9.460133367,1.890771615,0.644724262,85.40228596,-5.908738322,0.536419655,0.400386063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.631528967,8.086773368,-0.940716281,50,5.513145346,2.751699262,-135.6141248,-6.506050713,-10.49227971,29.5325714,-17.10732536,NULL,NULL,NULL,94.14008121,NULL,NULL,-1.547092091,1.578288751,-0.675537036
131,3,1,Pitcher 1,Right,Team 1,Batter 7,Left,Team 2,Undefined,5,Top,2,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,79.96556492,0.116257043,-0.200538092,2311.780378,30.69214356,7:00,5.693230356,0.967214887,6.36895562,-57.8232426,-14.75715648,-8.738102426,0.981588686,0.054535954,73.56364299,-10.78470258,-1.86760355,0.472323137,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.744732696,-8.153534033,-0.94867681,50,5.674619456,0.638297796,-116.4323325,-1.290886491,6.44399868,24.03126046,-43.24766764,NULL,NULL,NULL,79.80209636,NULL,NULL,1.850239774,1.063820866,-0.068613153
132,3,2,Pitcher 1,Right,Team 1,Batter 7,Left,Team 2,Undefined,5,Top,2,1,0,Curveball,Curveball,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,79.38563154,0.740334516,-0.762860106,2292.369381,27.37851791,7:00,5.730427302,1.033442416,6.404316093,-59.12244624,-15.45753469,-7.986214549,1.484335144,-0.33350758,72.93195322,-10.42763254,-2.287160551,0.475595581,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.162642485,-8.743944333,-0.975239069,50,5.756199158,1.746669092,-115.5735828,-0.044656042,5.568314103,23.75083804,-43.87071209,NULL,NULL,NULL,79.25299987,NULL,NULL,2.778870197,1.731186076,0.279647196
133,3,3,Pitcher 1,Right,Team 1,Batter 7,Left,Team 2,Undefined,5,Top,2,1,1,ChangeUp,ChangeUp,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,86.78089124,-1.517932601,-0.180210139,1934.561046,216.0340992,1:15,5.651394651,1.118194317,6.53096951,-20.26125614,15.85493632,11.55561998,2.570358114,1.915871223,79.32583775,-5.36329484,2.022748827,0.432536237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-6.434372162,9.193054873,-1.110752275,50,5.537378284,0.075391879,-126.4033896,-3.914497263,-10.37771299,26.51873812,-17.34697879,NULL,NULL,NULL,87.14270225,NULL,NULL,-1.75418525,2.264999155,-2.032131508
134,3,4,Pitcher 1,Right,Team 1,Batter 7,Left,Team 2,Undefined,5,Top,2,2,1,Fastball,Fastball,StrikeCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,92.95055312,-2.342139423,-0.843435268,2354.92974,213.0679804,1:00,5.747563208,0.883090265,6.484086095,-14.88166677,16.64131234,10.85220508,2.355838139,1.013085748,84.99891142,-5.161577342,1.222283316,0.404096553,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-6.21866418,9.83160367,-0.828815065,50,5.576645203,1.664428352,-135.3154356,-5.984429734,-11.51598128,29.86301251,-13.96747548,NULL,NULL,NULL,93.27566958,NULL,NULL,-1.294474397,2.106886286,-1.07384495
135,3,5,Pitcher 1,Right,Team 1,Batter 7,Left,Team 2,Undefined,5,Top,2,2,2,Slider,Slider,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,85.46499011,-1.232126062,-2.318616259,2312.428292,35.71017823,7:15,5.737985562,0.900589479,5.987015311,-41.34603238,-3.423472917,-2.438202175,1.149552896,-1.452442544,79.03497391,-8.937953293,-2.776995331,0.44322101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.687439994,-1.516126484,-0.716507254,50,5.617895785,5.10898691,-124.3323772,-3.945089093,1.078233897,24.45991859,-34.55205825,NULL,NULL,NULL,85.04194452,NULL,NULL,-1.602972717,0.66062215,1.599706009
136,3,6,Pitcher 1,Right,Team 1,Batter 7,Left,Team 2,Undefined,5,Top,2,3,2,Fastball,Fastball,InPlay,Undefined,LineDrive,NULL,Double,NULL,0,NULL,93.71335554,-2.392858002,-1.59271669,2436.396867,217.8547904,1:15,5.698537103,0.958479266,6.545591318,-15.4589699,15.540409,12.09829038,2.214017744,0.50584184,85.56205371,-5.327879377,0.714374014,0.400726455,102.9961715,-8.288917916,9.445990227,1617.966044,107.9479343,13.39664787,-21.14536298,223.4102785,223.0308457,-14.37442898,1.875150757,-7.141103136,9.272596988,-0.853769667,50,5.526527697,3.429299186,-136.3838068,-6.165048338,-13.41257256,30.77964583,-14.75805868,1.019013981,2.184414894,-0.53700995,94.06011518,13.5056168,1.871282507,1.287102353,2.201924416,-0.507464775
137,4,1,Pitcher 1,Right,Team 1,Batter 8,Right,Team 2,Undefined,5,Top,2,0,0,Fastball,Fastball,InPlay,Undefined,LineDrive,NULL,Out,NULL,0,NULL,93.22076817,-2.540919629,-2.513033624,2357.574071,214.0816961,1:15,5.72816712,1.006876974,6.551065062,-14.11271175,17.24926376,11.68829136,2.218665084,-0.324679947,85.04072427,-5.222379115,-0.285168291,0.40306327,90.99964204,21.46807103,20.34488112,4649.517978,98.87134788,34.74455702,48.21219824,290.0919246,282.5741396,34.89990298,3.488866577,-7.178718517,10.26091788,-0.838616379,50,5.546656776,5.60212785,-135.5755732,-6.442501638,-13.32492211,30.39448698,-13.12804038,0.681948503,2.12541559,0.30414041,93.51478867,40.52880077,3.36387535,0.933753994,2.174405516,0.326983821
138,1,1,Pitcher 1,Left,Team 2,Batter 1,Right,Team 1,Undefined,5,Bottom,0,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,81.36169973,-0.09939952,2.105888179,2521.355554,327.2730455,5:00,6.700943677,-1.723357517,5.869334382,-52.62692694,-10.47770898,6.710941793,2.222985703,0.792632396,75.23542314,-9.893651281,3.366796822,0.467268257,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.021525076,-5.620683983,1.549190843,50,6.662388378,-4.551711207,-118.354403,-1.771291838,-4.278079564,22.96982984,-40.13219309,NULL,NULL,NULL,80.66539074,NULL,NULL,-0.682287622,1.847974386,-0.917170024
139,1,2,Pitcher 1,Left,Team 2,Batter 1,Right,Team 1,Undefined,5,Bottom,0,0,1,Fastball,Fastball,InPlay,Undefined,LineDrive,NULL,Out,NULL,0,NULL,96.98314416,-2.913609219,2.069362646,2434.646816,159.0306719,11:15,6.590703894,-1.69603318,6.594931516,-14.06697268,14.73311639,-5.655671522,2.74526572,-0.27078082,88.9476402,-5.578441996,0.993082907,0.386249948,95.6358001,25.88897117,5.522739429,3012.66084,95.58623606,2.084675366,54.43517402,124.3824344,106.9897491,30.16505346,1.009563599,3.689684995,8.939326341,1.557336792,50,6.385840303,-4.923942622,-141.09777,-7.619590091,7.454493694,31.44653258,-14.11338703,0.056126279,2.566751699,0.180869718,97.585454,5.38011621,0.853121652,0.343558093,2.639850081,0.252415763
140,2,1,Pitcher 1,Left,Team 2,Batter 2,Left,Team 1,Undefined,5,Bottom,1,0,0,Curveball,Curveball,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,81.53166282,0.524421783,0.870951274,2545.29133,313.3039663,4:30,6.683878949,-1.642913076,5.805281483,-50.43968425,-8.262572197,8.729490514,2.968289853,-0.105515251,74.88486079,-8.900349056,2.514548532,0.467422849,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.443758592,-4.602681335,1.566369036,50,6.696957752,-2.065790353,-118.6200091,-0.430947036,-6.296278514,23.8687305,-38.69550174,NULL,NULL,NULL,80.63871206,NULL,NULL,0.269267321,2.786048885,0.054714442
141,2,2,Pitcher 1,Left,Team 2,Batter 2,Left,Team 1,Undefined,5,Bottom,1,0,1,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,97.01465636,-3.349501169,1.303182935,2397.632517,167.1200395,11:30,6.641184623,-1.683416808,6.621312328,-9.22373719,19.43324826,-4.449120153,2.801326529,-0.860731153,89.20784413,-5.094800856,0.457228519,0.385289142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.800346647,11.62146877,1.597055693,50,6.410234518,-3.074770395,-141.177129,-8.548420587,5.685450202,30.34411584,-8.579368942,NULL,NULL,NULL,97.82880552,NULL,NULL,-2.199919511,2.474501324,0.833979492
142,2,3,Pitcher 1,Left,Team 2,Batter 2,Left,Team 1,Undefined,5,Bottom,1,1,1,Fastball,Fastball,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,96.78199817,-2.835535233,1.84395104,2405.127712,167.2412844,11:30,6.575999999,-1.580436643,6.755558375,-9.542295187,19.13784423,-4.338928508,3.187678332,-0.257366833,88.81928329,-4.649412678,1.016438362,0.385444761,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.904135788,11.39719598,1.461597039,50,6.38668328,-4.4066052,-140.8828682,-7.265218087,5.859828672,30.8229328,-9.177322277,NULL,NULL,NULL,97.78930811,NULL,NULL,0.602401091,3.121216642,0.243024753
143,2,4,Pitcher 1,Left,Team 2,Batter 2,Left,Team 1,Undefined,5,Bottom,1,1,2,Slider,Slider,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,90.58689032,-4.588878473,3.336620218,2413.867059,232.6256744,1:45,6.551604557,-1.758073094,6.47981807,-29.93272376,3.404237728,4.493093993,-0.172059787,1.683184967,84.00909032,-10.15780658,4.186514521,0.415560753,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.573137539,3.115966708,1.521675704,50,6.214947054,-7.792107311,-131.3844694,-11.44436175,-2.757771927,27.0765292,-26.71163646,NULL,NULL,NULL,90.70244533,NULL,NULL,3.628940828,0.220110291,-1.522038711
