PitchNo,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,Batter,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,ContactQuality,PlayResult,OutsonPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Direction,Angle,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,ContactPositionX,ContactPositionY,ContactPositionZ,EffectiveVelo,MaxHeight,MeasuredDuration,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ
222,4,3,Pitcher 2,Left,Team 2,Batter 1,Right,Team 1,Undefined,7,Bottom,2,0,2,Curveball,Slider,InPlay,Undefined,GroundBall,NULL,Out,NULL,0,NULL,89.70149162,-1.266560127,-1.227059718,NULL,315.2805544,4:30,6.642152435,0.055391952,5.825452949,-36.81175981,-2.483977483,2.431419578,2.396744231,-0.882747198,83.40149841,-8.096111072,-0.772504334,0.421691058,92.51700124,16.61782314,-26.48682561,NULL,NULL,NULL,NULL,4.44583328,4.44583328,27.3889241,0.035003662,-1.607392738,-1.020431864,0.043284909,50,6.516832071,2.716525675,-130.6195705,-4.119161181,-2.807531242,24.68121905,-33.95637236,-0.105288477,2.115869991,0.838193425,89.38386475,2.115869991,0.036778289,0.08232167,2.204634102,0.900588335
223,1,1,Pitcher 6,Right,Team 1,Batter 3,Left,Team 2,Undefined,8,Top,0,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,95.36004608,-4.114000092,-1.034752526,2552.932226,198.7733736,12:45,6.360511951,0.659235233,6.010896134,-15.72242928,14.78477091,5.034129008,1.232372631,0.120162198,87.6149708,-7.047429862,-0.086648823,0.39753255,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.003283362,9.111755658,-0.580923055,50,6.028925878,2.330224809,-138.5076172,-10.49952984,-5.852005676,30.05362288,-14.41946485,NULL,NULL,NULL,94.81582462,NULL,NULL,-0.634442868,0.976449657,-0.11781414
224,1,2,Pitcher 6,Right,Team 1,Batter 3,Left,Team 2,Undefined,8,Top,0,1,0,Fastball,Fastball,InPlay,Undefined,GroundBall,NULL,Single,NULL,0,NULL,95.36467957,-2.898048519,-0.821553296,2481.35176,200.0581472,12:45,6.45526038,0.539045131,6.007951283,-17.23108928,13.18605392,4.823753764,2.332189766,0.179934695,87.59798113,-6.122388269,0.086806628,0.39694536,107.5889611,10.33844878,-0.687159318,NULL,NULL,NULL,NULL,38.60894298,37.40447226,9.305662328,0.249107056,-2.830886103,7.914177549,-0.477287289,50,6.218341581,1.824332412,-138.704945,-7.610690027,-5.533381854,30.05666176,-16.70462844,0.850644063,2.262624284,-0.208882284,94.95608297,2.262624284,0.241070292,0.914573331,2.278178888,-0.180738531
225,2,1,Pitcher 6,Right,Team 1,Batter 4,Right,Team 2,Undefined,8,Top,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,87.06615134,-0.151484326,0.17591938,2714.793258,74.44673742,8:30,6.384714533,0.71553481,5.763940181,-37.77176173,-1.329858631,-4.668865774,3.096095584,0.490173557,80.91679111,-7.164086444,-0.695564151,0.434482254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.541527551,-0.675054704,-0.727222209,50,6.349102721,-0.236064239,-126.8434969,-1.576340359,4.192413474,22.90820007,-33.28759479,NULL,NULL,NULL,86.75239592,NULL,NULL,-1.319467446,2.742348558,-0.455743006
226,2,2,Pitcher 6,Right,Team 1,Batter 4,Right,Team 2,Undefined,8,Top,0,1,0,Fastball,Fastball,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,94.822618,-2.665496043,-2.097731402,2515.021468,209.2752888,1:00,6.448819134,0.601634358,6.075905549,-19.10998082,11.61799564,6.527494611,2.386890763,-0.796000114,87.04480565,-6.248195847,-0.867363878,0.3989684,93.08834809,46.5597515,31.99797811,4650.412812,67.71547446,59.66372223,86.68677115,332.4815373,138.5959286,63.31406048,4.635296021,-4.109586405,7.025982826,-0.443080126,50,6.232486101,4.831548198,-137.872873,-7.062855902,-7.930580476,29.91914706,-18.61547679,0.766269397,2.287446507,0.767036315,94.47459128,76.10300704,1.488038165,0.811108147,2.320333459,0.805082731
227,2,3,Pitcher 6,Right,Team 1,Batter 4,Right,Team 2,Undefined,8,Top,0,1,1,Fastball,Fastball,StrikeSwinging,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,95.75864701,-1.771197493,-0.212136547,2545.627726,192.2630077,12:30,6.472379704,0.540385396,6.293823672,-15.3257876,14.3891607,3.133000549,3.562805514,0.60601573,88.06002166,-4.659198225,0.380249601,0.392336766,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.767598946,8.326824799,-0.526344564,50,6.334814395,0.414475897,-139.4851695,-4.812138664,-3.50224489,29.7012149,-15.67563433,NULL,NULL,NULL,96.07148705,NULL,NULL,-1.963286714,3.281063562,-0.629730509
228,2,4,Pitcher 6,Right,Team 1,Batter 4,Right,Team 2,Undefined,8,Top,0,1,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,NULL,Undefined,NULL,0,NULL,88.29574227,0.066468273,-0.157829036,2751.277051,117.267971,10:00,6.467940858,0.646623971,5.647495471,-34.30952572,1.400701139,-2.775316056,3.670804366,0.268150973,81.6242304,-6.309770162,-0.675684544,0.430098396,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.440641815,0.730424205,-0.631489083,50,6.451713755,0.44822275,-128.5802465,-1.013270184,2.433129401,24.45437277,-30.94042019,NULL,NULL,NULL,87.63663588,NULL,NULL,-1.580211415,3.328677653,-0.231939599
229,3,1,Pitcher 6,Right,Team 1,Batter 10,Right,Team 2,Undefined,8,Top,1,0,0,Fastball,Fastball,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,94.79069751,-3.53193117,-0.886290938,2466.313984,188.7439722,12:15,6.431742683,0.537918802,6.289461791,-16.21381819,14.29793881,2.203037313,1.821656724,-0.095212127,87.05936335,-6.577908453,-0.469170468,0.397562238,74.76412968,164.9362085,19.8363644,2776.520223,-107.8802314,20.98985538,21.49022864,188.3973016,63.9540915,171.7203793,2.241854858,-1.44482655,8.776645326,-0.473858916,50,6.163904122,2.061552707,-137.8340703,-9.028975998,-2.786246117,29.94109004,-15.24890695,1.868571763,1.852521573,0.046174058,94.80874416,21.35620539,0.683041316,1.971615292,1.885472985,0.090643495
230,3,2,Pitcher 6,Right,Team 1,Batter 10,Right,Team 2,Undefined,8,Top,1,0,1,Slider,Slider,InPlay,Undefined,LineDrive,NULL,Out,NULL,0,NULL,88.20144135,-1.485126731,-0.862122652,2705.356165,173.8709886,11:45,6.470519505,0.448664023,5.874191278,-32.33739818,3.164673903,-0.34300628,2.396071644,-0.380611709,81.74270583,-7.50029729,-0.926373269,0.428843043,94.51431359,-7.278411825,19.10342322,2468.469772,109.4606734,35.74118839,-10.87602277,349.5556583,342.2338901,-2.708783159,4.037092896,-0.033261251,2.077222694,-0.378854582,50,6.33169572,1.943756917,-128.4288052,-4.38201546,-0.056046682,24.3818864,-28.67383627,1.146906949,2.334608484,0.324984914,87.89317475,47.96157199,3.923681394,1.342525607,2.386302916,0.381810611
231,4,1,Pitcher 6,Right,Team 1,Batter 6,Right,Team 2,Undefined,8,Top,2,0,0,Slider,Slider,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,87.62964774,-2.633947021,-2.375942814,2631.308648,145.5139446,10:45,6.391630356,0.608827776,5.97394643,-32.82503164,2.984094785,-2.070357054,1.210893557,-1.767306424,81.72635616,-8.709884675,-2.763041733,0.430693564,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.542188013,2.246477391,-0.419868512,50,6.164761892,5.354434013,-127.4610767,-6.912623395,0.903362783,23.06062103,-28.43109589,NULL,NULL,NULL,87.51553241,NULL,NULL,-1.523184145,0.750078266,1.90981346
232,4,2,Pitcher 6,Right,Team 1,Batter 6,Right,Team 2,Undefined,8,Top,2,1,0,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,94.86719982,-3.78007114,-1.815915376,2514.899669,180.2405316,12:00,6.400655257,0.414715913,6.1544736,-14.51638712,16.04168186,0.06745146,1.692159261,-1.257736419,87.3984485,-6.49326606,-1.803210516,0.397863842,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.508473121,9.704473353,-0.276979151,50,6.105856512,4.368545654,-137.8606168,-9.593300329,-0.984789734,28.82166628,-13.3788255,NULL,NULL,NULL,94.7368737,NULL,NULL,-1.310105758,1.377812797,1.343563792
233,4,3,Pitcher 6,Right,Team 1,Batter 6,Right,Team 2,Undefined,8,Top,2,2,0,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,94.25963769,-5.037589438,-1.964812514,2475.813844,193.6604919,12:30,6.409840347,0.522913726,6.188475978,-15.22681357,15.72504418,3.828140827,0.475526497,-0.972679873,87.13549687,-7.870968044,-1.24406228,0.400419186,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-2.578603658,9.82972824,-0.376968084,50,6.021741659,4.566756462,-136.763894,-12.56020442,-4.927517722,27.64002247,-13.39017692,NULL,NULL,NULL,94.13229388,NULL,NULL,2.29222239,0.596185038,0.95356257
234,4,4,Pitcher 6,Right,Team 1,Batter 6,Right,Team 2,Undefined,8,Top,2,3,0,Fastball,Fastball,BallCalled,Walk,Undefined,NULL,Undefined,NULL,0,NULL,94.706054,-2.927603348,-1.657977816,2597.766641,178.4137346,12:00,6.509900216,0.552168135,6.172845439,-13.05407374,17.48744839,-0.484978809,2.715041291,-1.019754015,87.27539072,-5.373384329,-1.74930185,0.397756108,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.160035236,10.25873946,-0.426667319,50,6.281774401,4.003925447,-137.7749608,-7.479399417,-0.310020148,28.36121077,-12.30082567,NULL,NULL,NULL,94.7625336,NULL,NULL,-1.604933722,2.426465621,1.112192701
235,5,1,Pitcher 6,Right,Team 1,Batter 7,Left,Team 2,Undefined,8,Top,2,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,95.00527609,-2.802220193,-0.274432044,2597.675567,187.8010886,12:15,6.466131316,0.669248486,5.892163022,-17.70349626,12.95335513,1.778142479,2.387261634,0.562653041,87.61895582,-6.101278691,0.059023259,0.398506393,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.027467465,7.690976825,-0.648207788,50,6.230335516,0.600060757,-138.2230582,-7.38293678,-2.003078858,28.58935669,-17.18025693,NULL,NULL,NULL,94.58412012,NULL,NULL,-1.061153084,2.118581777,-0.565589375
236,5,2,Pitcher 6,Right,Team 1,Batter 7,Left,Team 2,Undefined,8,Top,2,0,1,Curveball,Curveball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,81.35516467,-1.172774528,1.189320486,2626.538331,23.08565989,6:45,6.451706466,0.589180446,5.688508345,-55.11074879,-12.92627282,-5.494703372,0.76582905,1.239793971,75.91828672,-11.33481193,0.161365487,0.467463652,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.252846964,-6.602681801,-0.685634465,50,6.318731625,-2.288276575,-118.3957793,-4.126170872,4.639159214,21.59653002,-41.59068956,NULL,NULL,NULL,80.63167342,NULL,NULL,2.286450315,0.938724291,-1.237199273
237,5,3,Pitcher 6,Right,Team 1,Batter 7,Left,Team 2,Undefined,8,Top,2,1,1,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,93.3327028,-1.141936037,-1.688131056,2518.961526,176.7881863,12:00,6.456471184,0.555792763,6.162768214,-18.14099787,13.37265186,-0.751888075,3.889387956,-1.066538174,85.64909271,-4.556359017,-1.829983276,0.404036751,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.043536747,7.583352189,-0.427577482,50,6.360607482,4.029208212,-135.8846389,-3.298969821,-0.081681861,28.8181063,-17.94647391,NULL,NULL,NULL,93.28947535,NULL,NULL,-2.053466933,3.604875312,1.177733867
238,5,4,Pitcher 6,Right,Team 1,Batter 7,Left,Team 2,Undefined,8,Top,2,2,1,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,93.40589848,-1.128898082,0.399220871,2456.682909,180.8945122,12:00,6.52286847,0.519992804,6.055095092,-16.91643575,14.69388037,0.229833806,4.068190077,0.908637466,85.55720684,-4.31122262,0.442565118,0.404655957,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.016010246,8.27479481,-0.551088222,50,6.426146714,-0.955330529,-136.0125138,-3.240991268,-0.030052663,29.26017357,-16.64151881,NULL,NULL,NULL,93.14672351,NULL,NULL,-1.779629706,3.821036209,-0.933410899
239,5,5,Pitcher 6,Right,Team 1,Batter 7,Left,Team 2,Undefined,8,Top,2,3,1,Fastball,Fastball,BallCalled,Walk,Undefined,NULL,Undefined,NULL,0,NULL,93.2264012,-1.511536288,0.499293131,2370.420152,212.0806544,1:00,6.542274321,0.375817227,5.936091907,-20.44712508,11.30181402,7.100895534,3.435876014,1.430711759,85.93287396,-5.332444487,1.831782956,0.40554227,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.700576903,6.48435559,-0.419628697,50,6.410209234,-1.424096685,-135.749498,-4.276474516,-6.954142276,27.75046755,-19.98861571,NULL,NULL,NULL,92.94315132,NULL,NULL,-1.657893559,3.141933734,-1.531409785
240,6,1,Pitcher 6,Right,Team 1,Batter 8,Right,Team 2,Undefined,8,Top,2,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,93.53831913,-3.06631543,-1.128044074,2520.186087,206.7757059,1:00,6.41157643,0.502250049,5.972338935,-19.70214694,11.93807954,6.037321154,1.924105453,-0.040428718,86.10182348,-6.744179114,0.007333768,0.404847359,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.560588083,7.262748492,-0.416475096,50,6.157967041,2.474665787,-136.0195814,-7.95234466,-6.701315348,28.5483422,-18.50496727,NULL,NULL,NULL,93.10268602,NULL,NULL,-0.804332976,1.658016271,0.039088678
241,6,2,Pitcher 6,Right,Team 1,Batter 8,Right,Team 2,Undefined,8,Top,2,0,1,Fastball,Fastball,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,93.73823604,-3.66089567,-0.77719409,2485.538299,174.8619822,11:45,6.401385078,0.440816281,6.244538703,-16.0810015,15.17853491,-1.367144611,1.68027046,-0.389893333,86.11568998,-6.677262181,-1.035793043,0.402404459,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.535992529,9.278124191,-0.38240762,50,6.121072134,1.892486454,-136.2797661,-9.235339138,1.010572685,29.23375345,-14.68085906,NULL,NULL,NULL,93.66788971,NULL,NULL,2.01923975,1.750616948,0.379016572
242,6,3,Pitcher 6,Right,Team 1,Batter 8,Right,Team 2,Undefined,8,Top,2,0,2,Slider,Slider,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,86.882399,-0.41991754,-2.056860855,2762.329379,60.18067512,8:00,6.412769821,0.548722428,5.848680743,-40.28432521,-3.606825429,-6.239580248,2.6653304,-1.883134566,80.60949226,-7.905407903,-3.223495621,0.435884454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.827405253,-1.831127673,-0.377996362,50,6.354921488,4.74255068,-126.4655048,-2.222694269,4.614607257,23.91366179,-35.16263148,NULL,NULL,NULL,86.4733215,NULL,NULL,-1.095437911,2.307029321,2.02599853
243,6,4,Pitcher 6,Right,Team 1,Batter 8,Right,Team 2,Undefined,8,Top,2,1,2,Slider,Slider,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,87.46684149,-1.257501737,-1.799803163,2617.150005,107.8162896,9:30,6.438550699,0.596761461,5.908926399,-34.48179536,1.440334486,-4.574958357,2.39725642,-1.455375365,81.50284514,-7.654162018,-2.654260598,0.431372601,53.48325772,80.75153372,55.70378842,NULL,21.57189272,56.09978628,107.863895,151.9617172,10.28085473,78.77650139,4.307949829,2.030119878,1.075752386,-0.449852005,50,6.317787507,4.149566488,-127.3705186,-3.906942465,3.380449845,22.82295128,-30.38276173,1.571166154,2.337489151,1.369530981,87.37777132,69.98576157,0.201524386,1.664861335,2.430573771,1.443879127
244,6,5,Pitcher 6,Right,Team 1,Batter 8,Right,Team 2,Undefined,8,Top,2,1,2,Slider,Slider,InPlay,Undefined,GroundBall,NULL,FieldersChoice,NULL,0,NULL,87.44595401,-1.734461633,-1.209108362,2601.366016,69.8878003,8:15,6.364178641,0.606583056,5.728214526,-37.97772837,-1.457770573,-3.897744663,1.583344932,-0.844345036,80.88418562,-8.776958859,-1.938874634,0.434947313,64.80054733,-40.92135771,-32.93518087,NULL,NULL,NULL,NULL,4.246910449,4.246910449,-12.24562273,0.031885986,1.763747833,-0.315470706,-0.503471936,50,6.19628958,2.813481687,-127.2222976,-5.103612742,2.900471786,25.27415015,-32.69283807,2.233619242,1.655777767,0.754642638,86.65963768,1.655777767,0.032149661,2.381683027,1.731186397,0.811803813
245,1,1,Pitcher 2,Left,Team 2,Batter 2,Left,Team 1,Undefined,8,Bottom,0,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,98.31817589,-2.204980592,0.973552987,2047.01237,149.330656,11:00,6.682357306,-0.30429935,6.778131756,-15.13846183,12.33295858,-7.327439675,3.406611476,-0.026079255,91.20174536,-5.069190886,-0.418510332,0.377235083,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.299173404,7.370920157,0.243930817,50,6.533086145,-2.213359002,-143.3284032,-5.978603879,9.069926682,28.72637692,-16.62368593,NULL,NULL,NULL,99.91747369,NULL,NULL,-1.873071595,3.108909928,0.052953054
246,1,2,Pitcher 2,Left,Team 2,Batter 2,Left,Team 1,Undefined,8,Bottom,0,0,1,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,97.54079322,-2.633017981,2.681579466,2109.170452,147.430844,11:00,6.669101015,-0.233467235,6.629527319,-15.30186359,12.82480995,-8.20706773,2.979097266,1.539367966,90.49501433,-5.517778166,1.128953061,0.38170751,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.162078722,7.700382676,0.055656704,50,6.484445636,-6.39523058,-141.992599,-7.012851083,10.69691168,27.94529557,-16.21723778,NULL,NULL,NULL,98.74675123,NULL,NULL,-2.386774001,2.603714114,-1.610088173
247,1,3,Pitcher 2,Left,Team 2,Batter 2,Left,Team 1,Undefined,8,Bottom,0,1,1,Curveball,Slider,StrikeSwinging,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,88.68858386,-3.125896019,0.407722526,2228.46518,260.0125909,2:45,6.704801521,-0.044983854,6.087518656,-34.18715526,0.472489803,2.847215196,0.961624611,0.569413975,83.13625134,-9.447693232,0.94119581,0.423724498,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.446203972,0.977968733,0.012049258,50,6.445399747,-1.008810925,-129.1064056,-8.132242264,-2.481520861,22.69574586,-30.49596589,NULL,NULL,NULL,88.95491458,NULL,NULL,1.933572272,1.047335191,-0.560948365
248,1,4,Pitcher 2,Left,Team 2,Batter 2,Left,Team 1,Undefined,8,Bottom,0,1,2,Curveball,Slider,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,91.1472387,-3.201342739,0.644496588,2182.893312,265.3725684,2:45,6.626262701,0.15388344,6.049587672,-33.01024457,0.309669224,4.169235571,0.908927974,1.097899605,84.2158762,-9.345610836,1.43076027,0.415454486,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-2.083922288,1.04692597,-0.206200323,50,6.359480011,-1.625543074,-132.5291172,-8.479727564,-3.711053948,27.98477233,-30.30968021,NULL,NULL,NULL,90.72564571,NULL,NULL,1.753117014,0.964183108,-1.089513
249,1,5,Pitcher 2,Left,Team 2,Batter 2,Left,Team 1,Undefined,8,Bottom,0,2,2,Curveball,Slider,InPlay,Undefined,GroundBall,NULL,Error,NULL,0,NULL,91.0647385,-2.674045869,-0.108539643,2163.251625,217.5090699,1:15,6.630557803,0.085378702,6.028394791,-28.22296166,4.902740882,3.784444221,1.800718617,0.300243034,84.49697802,-7.92539212,0.6022242,0.41424194,99.45076154,-4.393669659,3.240467401,1421.032435,NULL,NULL,NULL,84.71703339,84.71703339,-6.329166337,0.618033447,-2.073560576,3.32130387,-0.078985823,50,6.40621491,0.127500153,-132.5492096,-7.112445067,-3.724552192,25.77609821,-26.20828621,0.761582946,1.689699152,-0.341542409,90.99121278,2.629672092,0.619552371,0.96696994,1.737911288,-0.304996716
250,2,1,Pitcher 2,Left,Team 2,Batter 3,Right,Team 1,Undefined,8,Bottom,0,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,96.84401525,-3.33807245,2.368995956,2086.81356,140.2567296,10:45,6.631570495,-0.027624913,6.458719727,-16.60888053,12.18192233,-10.14914285,2.17546946,1.303712157,89.79359096,-6.455485584,0.452545378,0.386187672,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.138800824,7.488292773,-0.134923789,50,6.388061842,-5.503585516,-140.8744334,-8.754661693,12.5006121,28.0111172,-16.92542819,NULL,NULL,NULL,97.60119039,NULL,NULL,-2.329956744,1.743243556,-1.328241075
251,2,2,Pitcher 2,Left,Team 2,Batter 3,Right,Team 1,Undefined,8,Bottom,0,1,0,Fastball,Fastball,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,95.99273768,-3.899259396,1.008722191,2002.69085,147.6293139,11:00,6.666102895,0.108652722,6.449662814,-14.79357837,14.68007205,-9.321306741,1.845228601,0.258616198,88.53777187,-6.678337976,-0.757551645,0.390740549,71.69733177,135.588011,60.43961524,5288.346357,-87.22924926,81.17686757,67.01532836,181.5332029,62.00919729,143.9674831,4.221210327,5.381616989,9.073414368,-0.175711002,50,6.383231815,-2.163495188,-139.5918816,-9.983231288,10.69257715,29.37667806,-14.14634734,1.748228157,1.895485621,-0.316042153,96.46394931,82.86247237,1.251623565,1.911829581,1.903082641,-0.265081901
252,2,3,Pitcher 2,Left,Team 2,Batter 3,Right,Team 1,Undefined,8,Bottom,0,1,1,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,98.34840365,-4.214590529,1.789966856,2026.607899,142.1230962,10:45,6.54506593,0.161828165,6.542640331,-14.34503539,13.67685027,-10.65646386,1.475956927,0.915737735,90.6758677,-6.913804738,-0.232535108,0.380995807,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.338249225,8.633018548,-0.280837632,50,6.247024696,-4.129006072,-142.9319358,-10.99266922,13.20017814,30.8689541,-14.19473302,NULL,NULL,NULL,98.93121074,NULL,NULL,1.138133811,1.442142435,-0.914577632
253,2,4,Pitcher 2,Left,Team 2,Batter 3,Right,Team 1,Undefined,8,Bottom,0,2,1,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,96.46986252,-4.377845247,-0.173263661,2123.635708,150.4310772,11:00,6.686890627,0.048391912,6.521066274,-14.84216085,14.20147163,-8.071115941,1.426023769,-0.783150979,89.33614131,-7.157675946,-1.701873302,0.387879641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.399503009,8.908266883,-0.032782749,50,6.375697361,0.677065976,-140.2641936,-11.20330339,8.854291308,28.68868363,-14.24557121,NULL,NULL,NULL,97.17544457,NULL,NULL,-1.441839086,1.062557446,0.870442913
254,2,5,Pitcher 2,Left,Team 2,Batter 3,Right,Team 1,Undefined,8,Bottom,0,3,1,Fastball,Fastball,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,96.35719503,-3.31688563,0.879020957,1990.995464,178.4032826,12:00,6.57946193,0.142873105,6.710073684,-14.2756171,14.82700534,-0.413982192,2.354160394,0.911938197,88.24935707,-6.026017211,0.799929801,0.388273348,96.34753387,-41.77945979,21.27760634,2812.677541,77.40391581,34.4328986,-78.15689932,308.9857324,212.6143929,-53.29383158,3.24859314,0.475600971,9.165917594,-0.200855793,50,6.354059512,-2.138946208,-140.2123053,-8.552297686,0.946323522,31.84840862,-13.93623168,2.033477953,2.392847515,-0.941965123,97.07690906,40.36854737,2.008892181,2.197880873,2.436317842,-0.90102141
255,2,6,Pitcher 2,Left,Team 2,Batter 3,Right,Team 1,Undefined,8,Bottom,0,3,2,Curveball,Slider,BallCalled,Walk,Undefined,NULL,Undefined,NULL,0,NULL,88.72400134,0.075319015,0.294375828,2208.788035,272.4810526,3:00,6.690734217,0.233110019,5.955663807,-35.57763678,-0.266178207,5.463436666,3.795771875,0.961359598,81.22924403,-6.60752525,1.325180034,0.427690247,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-2.871157288,-0.165544947,-0.259516466,50,6.676793033,-0.838093083,-129.158492,-0.966501776,-4.836096179,27.62158037,-32.45288779,NULL,NULL,NULL,88.13008195,NULL,NULL,-2.1129381,3.370826446,-1.045463017
256,3,1,Pitcher 3,Right,Team 2,Batter 4,Right,Team 1,Undefined,8,Bottom,0,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,82.49565415,-0.057718449,-2.708447336,2829.687996,103.3782048,9:30,5.824561131,2.403421874,5.641896555,-36.32981037,4.962969896,-21.01237482,2.743181035,-1.875740223,76.20213624,-6.78445981,-6.61633936,0.462496639,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.48365259,2.66795158,-2.160272841,50,5.796616561,6.334214934,-119.9321052,-1.263178295,15.2862237,22.95589288,-28.28390585,NULL,NULL,NULL,81.49762258,NULL,NULL,-1.514195519,2.381136896,2.222078167
257,3,2,Pitcher 3,Right,Team 2,Batter 4,Right,Team 1,Undefined,8,Bottom,0,1,0,Slider,Curveball,InPlay,Undefined,GroundBall,NULL,Out,NULL,0,NULL,80.38436196,0.300741861,-1.473988546,2797.876777,91.76471308,9:00,5.798494114,2.251043262,5.935871712,-42.5399969,0.651369034,-22.31077313,2.532556885,-0.975758671,73.87799882,-7.651988794,-5.67060036,0.473009636,62.23130555,-15.48554611,-23.92464943,NULL,NULL,NULL,NULL,7.620822496,7.283357785,-5.165863005,0.068485718,11.63447851,0.263739877,-2.121042276,50,5.798513745,3.655485297,-116.9529953,-0.617821323,16.02172177,23.23935236,-31.81085506,2.111711124,2.584158911,0.826937498,79.6862763,2.584158911,0.064303271,2.223687937,2.640520178,0.89614725
